Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
99.617,1.25,-1.12,1.96,0.3,-1.19,-0.72,0.69
99.656,1.19,-1.12,2.23,-0.09,-1.36,-0.6,0.87
99.695,1.04,-1.1,2.21,-0.41,-1.45,-0.48,1.04
99.735,0.82,-1.08,1.89,-0.7,-1.42,-0.33,1.14
99.774,0.57,-1.04,1.32,-0.86,-1.32,-0.13,1.2
99.813,0.31,-1.02,0.73,-0.93,-1.17,0.12,1.2
99.852,0.08,-0.98,0.34,-0.93,-0.97,0.39,1.16
99.892,-0.15,-0.91,0.05,-0.88,-0.77,0.7,1.06
99.931,-0.34,-0.84,-0.17,-0.81,-0.58,1.0,0.92
99.97,-0.52,-0.68,-0.29,-0.76,-0.42,1.24,0.75
100.01,-0.68,-0.44,-0.36,-0.72,-0.29,1.34,0.55
100.049,-0.84,-0.1,-0.4,-0.68,-0.21,1.34,0.35
100.088,-0.98,0.27,-0.44,-0.63,-0.13,1.25,0.17
100.128,-1.07,0.63,-0.49,-0.57,-0.06,1.08,0.03
100.167,-1.16,0.95,-0.52,-0.56,0.02,0.88,-0.1
100.206,-1.21,1.23,-0.55,-0.6,0.15,0.69,-0.24
100.246,-1.22,1.45,-0.61,-0.67,0.35,0.54,-0.42
100.285,-1.16,1.57,-0.71,-0.71,0.62,0.42,-0.62
100.324,-1.02,1.58,-0.85,-0.67,0.96,0.32,-0.86
100.364,-0.82,1.53,-1.02,-0.54,1.27,0.2,-1.08
100.403,-0.6,1.44,-1.15,-0.35,1.49,0.05,-1.26
100.442,-0.37,1.32,-1.23,-0.12,1.55,-0.15,-1.36
100.481,-0.13,1.15,-1.2,0.12,1.52,-0.38,-1.4
100.521,0.11,0.91,-1.13,0.4,1.38,-0.61,-1.35
100.56,0.36,0.57,-1.04,0.74,1.19,-0.84,-1.22
100.599,0.59,0.22,-0.9,1.16,0.98,-1.03,-1.02
100.639,0.78,-0.12,-0.71,1.58,0.74,-1.15,-0.75
100.678,0.93,-0.39,-0.4,1.87,0.42,-1.2,-0.46
100.717,1.04,-0.62,-0.04,1.93,0.08,-1.17,-0.17
100.757,1.13,-0.79,0.4,1.77,-0.28,-1.09,0.09
100.796,1.19,-0.95,0.89,1.4,-0.62,-0.96,0.33
100.835,1.25,-1.06,1.44,0.87,-0.92,-0.84,0.52
100.875,1.25,-1.12,1.93,0.33,-1.17,-0.72,0.69
100.914,1.2,-1.13,2.22,-0.07,-1.34,-0.6,0.86
100.953,1.06,-1.1,2.21,-0.39,-1.43,-0.48,1.01
100.993,0.85,-1.08,1.92,-0.69,-1.42,-0.33,1.13
101.032,0.59,-1.06,1.37,-0.86,-1.33,-0.14,1.19
101.071,0.35,-1.03,0.77,-0.93,-1.18,0.1,1.2
101.11,0.1,-0.98,0.35,-0.93,-0.99,0.38,1.16
101.15,-0.11,-0.92,0.07,-0.89,-0.78,0.68,1.07
101.189,-0.32,-0.84,-0.15,-0.82,-0.58,0.97,0.94
101.228,-0.5,-0.71,-0.27,-0.76,-0.43,1.22,0.77
101.268,-0.68,-0.48,-0.33,-0.72,-0.3,1.34,0.58
101.307,-0.82,-0.15,-0.39,-0.68,-0.21,1.34,0.38
101.346,-0.95,0.23,-0.44,-0.63,-0.13,1.26,0.2
101.386,-1.06,0.61,-0.49,-0.58,-0.07,1.11,0.04
101.425,-1.14,0.93,-0.52,-0.56,0.02,0.9,-0.1
101.464,-1.21,1.2,-0.55,-0.6,0.15,0.7,-0.24
101.504,-1.22,1.44,-0.6,-0.67,0.34,0.54,-0.42
101.543,-1.16,1.56,-0.7,-0.71,0.6,0.42,-0.62
101.582,-1.04,1.59,-0.84,-0.67,0.93,0.31,-0.84
101.622,-0.86,1.53,-1.01,-0.55,1.26,0.2,-1.06
101.661,-0.63,1.44,-1.15,-0.36,1.48,0.05,-1.23
101.7,-0.39,1.33,-1.22,-0.13,1.56,-0.14,-1.35
101.739,-0.15,1.17,-1.2,0.12,1.52,-0.37,-1.4
101.779,0.1,0.93,-1.13,0.39,1.39,-0.6,-1.36
101.818,0.35,0.61,-1.04,0.72,1.2,-0.82,-1.23
101.857,0.58,0.26,-0.92,1.14,0.99,-1.01,-1.04
101.897,0.77,-0.08,-0.72,1.56,0.75,-1.14,-0.78
101.936,0.92,-0.36,-0.43,1.85,0.44,-1.2,-0.49
101.975,1.04,-0.6,-0.07,1.93,0.11,-1.18,-0.19
102.015,1.12,-0.79,0.36,1.79,-0.26,-1.1,0.09
102.054,1.19,-0.94,0.85,1.43,-0.59,-0.98,0.33
102.093,1.25,-1.04,1.4,0.9,-0.91,-0.84,0.52
102.133,1.26,-1.1,1.9,0.35,-1.15,-0.72,0.69
102.172,1.2,-1.12,2.21,-0.06,-1.34,-0.6,0.85
102.211,1.07,-1.1,2.23,-0.37,-1.43,-0.48,0.99
102.251,0.86,-1.08,1.94,-0.67,-1.43,-0.33,1.11
102.29,0.62,-1.06,1.4,-0.84,-1.34,-0.14,1.18
102.329,0.38,-1.03,0.79,-0.92,-1.19,0.1,1.19
102.368,0.12,-0.98,0.38,-0.93,-0.99,0.37,1.17
102.408,-0.1,-0.94,0.11,-0.88,-0.78,0.67,1.09
102.447,-0.3,-0.85,-0.13,-0.82,-0.59,0.96,0.97
102.486,-0.48,-0.73,-0.26,-0.76,-0.43,1.2,0.8
102.526,-0.66,-0.5,-0.33,-0.72,-0.3,1.33,0.61
102.565,-0.82,-0.18,-0.39,-0.68,-0.22,1.34,0.41
102.604,-0.95,0.2,-0.44,-0.62,-0.14,1.27,0.21
102.644,-1.06,0.57,-0.49,-0.57,-0.07,1.12,0.06
102.683,-1.13,0.91,-0.53,-0.56,0.01,0.92,-0.1
102.722,-1.19,1.18,-0.54,-0.6,0.14,0.71,-0.25
102.762,-1.21,1.41,-0.59,-0.66,0.33,0.55,-0.41
102.801,-1.16,1.56,-0.68,-0.71,0.6,0.42,-0.61
102.84,-1.05,1.59,-0.82,-0.67,0.92,0.31,-0.82
102.88,-0.87,1.53,-0.99,-0.56,1.25,0.2,-1.03
102.919,-0.65,1.45,-1.13,-0.38,1.48,0.06,-1.22
102.958,-0.4,1.33,-1.21,-0.15,1.56,-0.13,-1.34
102.997,-0.17,1.18,-1.21,0.1,1.53,-0.35,-1.4
103.037,0.08,0.94,-1.15,0.37,1.4,-0.58,-1.38
103.076,0.31,0.63,-1.05,0.71,1.2,-0.82,-1.27
103.115,0.56,0.28,-0.93,1.13,1.0,-1.01,-1.08
103.155,0.76,-0.04,-0.73,1.54,0.76,-1.14,-0.82
103.194,0.9,-0.33,-0.46,1.85,0.46,-1.21,-0.51
103.233,1.01,-0.57,-0.09,1.93,0.11,-1.21,-0.2
103.273,1.11,-0.77,0.33,1.8,-0.24,-1.13,0.09
103.312,1.18,-0.92,0.82,1.45,-0.59,-0.99,0.33
103.351,1.24,-1.03,1.37,0.93,-0.89,-0.86,0.53
103.391,1.26,-1.09,1.86,0.37,-1.14,-0.72,0.71
103.43,1.21,-1.12,2.18,-0.05,-1.33,-0.6,0.85
103.469,1.1,-1.1,2.23,-0.36,-1.42,-0.47,0.98
103.508,0.89,-1.08,1.97,-0.66,-1.42,-0.33,1.1
103.548,0.65,-1.06,1.44,-0.84,-1.35,-0.14,1.17
103.587,0.41,-1.03,0.84,-0.92,-1.19,0.09,1.19
103.626,0.16,-1.0,0.4,-0.93,-1.0,0.37,1.16
103.666,-0.07,-0.94,0.13,-0.89,-0.8,0.65,1.1
103.705,-0.27,-0.86,-0.11,-0.82,-0.61,0.95,0.98
103.744,-0.47,-0.74,-0.26,-0.76,-0.43,1.2,0.81
103.784,-0.64,-0.53,-0.32,-0.72,-0.31,1.33,0.62
103.823,-0.8,-0.21,-0.38,-0.68,-0.22,1.35,0.42
103.862,-0.93,0.17,-0.43,-0.63,-0.15,1.27,0.23
103.902,-1.04,0.55,-0.49,-0.57,-0.07,1.12,0.06
103.941,-1.12,0.88,-0.51,-0.56,0.01,0.93,-0.1
103.98,-1.19,1.16,-0.54,-0.6,0.13,0.73,-0.24
104.02,-1.21,1.39,-0.59,-0.66,0.32,0.55,-0.42
104.059,-1.19,1.54,-0.68,-0.7,0.57,0.42,-0.61
104.098,-1.07,1.58,-0.81,-0.68,0.9,0.31,-0.82
104.137,-0.89,1.54,-0.97,-0.57,1.24,0.2,-1.02
104.177,-0.67,1.46,-1.12,-0.39,1.48,0.06,-1.2
104.216,-0.44,1.34,-1.21,-0.16,1.56,-0.13,-1.34
104.255,-0.19,1.2,-1.21,0.09,1.53,-0.34,-1.4
104.295,0.05,0.97,-1.15,0.36,1.41,-0.57,-1.38
104.334,0.3,0.67,-1.06,0.7,1.22,-0.79,-1.27
104.373,0.53,0.33,-0.94,1.11,1.02,-0.98,-1.08
104.413,0.73,-0.01,-0.75,1.53,0.78,-1.13,-0.83
104.452,0.87,-0.31,-0.48,1.84,0.48,-1.2,-0.54
104.491,1.0,-0.55,-0.12,1.93,0.13,-1.21,-0.22
104.531,1.1,-0.76,0.3,1.81,-0.22,-1.13,0.08
104.57,1.17,-0.91,0.77,1.47,-0.57,-1.01,0.33
104.609,1.24,-1.03,1.33,0.95,-0.89,-0.86,0.53
104.649,1.26,-1.09,1.84,0.38,-1.14,-0.72,0.71
104.688,1.23,-1.12,2.18,-0.04,-1.33,-0.6,0.85
104.727,1.11,-1.1,2.24,-0.35,-1.43,-0.47,0.98
104.766,0.92,-1.08,2.0,-0.64,-1.45,-0.33,1.09
104.806,0.68,-1.06,1.48,-0.83,-1.36,-0.14,1.16
104.845,0.43,-1.03,0.87,-0.91,-1.2,0.09,1.19
104.884,0.17,-1.0,0.42,-0.92,-1.0,0.35,1.17
104.924,-0.05,-0.95,0.14,-0.88,-0.8,0.65,1.1
104.963,-0.26,-0.88,-0.1,-0.82,-0.59,0.94,0.99
105.002,-0.45,-0.76,-0.25,-0.77,-0.44,1.19,0.84
105.042,-0.63,-0.55,-0.32,-0.72,-0.31,1.33,0.65
105.081,-0.8,-0.25,-0.38,-0.68,-0.22,1.35,0.45
105.12,-0.93,0.14,-0.43,-0.63,-0.15,1.27,0.25
105.16,-1.05,0.51,-0.49,-0.57,-0.08,1.13,0.07
105.199,-1.12,0.86,-0.52,-0.55,0.01,0.93,-0.1
105.238,-1.19,1.14,-0.54,-0.59,0.13,0.73,-0.24
105.278,-1.22,1.38,-0.58,-0.65,0.32,0.55,-0.42
105.317,-1.2,1.53,-0.67,-0.7,0.57,0.42,-0.61
105.356,-1.09,1.58,-0.8,-0.67,0.9,0.32,-0.81
105.395,-0.91,1.56,-0.96,-0.57,1.22,0.23,-1.01
105.435,-0.68,1.46,-1.11,-0.4,1.48,0.09,-1.19
105.474,-0.44,1.35,-1.2,-0.18,1.57,-0.1,-1.33
105.513,-0.2,1.21,-1.21,0.07,1.53,-0.33,-1.39
105.553,0.03,0.99,-1.15,0.35,1.41,-0.57,-1.38
105.592,0.28,0.69,-1.07,0.68,1.22,-0.8,-1.28
105.631,0.51,0.34,-0.95,1.1,1.03,-0.98,-1.1
105.671,0.71,0.02,-0.76,1.52,0.78,-1.13,-0.86
105.71,0.87,-0.29,-0.49,1.83,0.49,-1.21,-0.56
105.749,0.98,-0.54,-0.13,1.93,0.14,-1.21,-0.23
105.789,1.09,-0.74,0.27,1.82,-0.21,-1.14,0.07
105.828,1.16,-0.89,0.75,1.49,-0.57,-1.02,0.34
105.867,1.23,-1.01,1.29,0.97,-0.87,-0.86,0.54
105.907,1.25,-1.08,1.81,0.4,-1.13,-0.72,0.71
105.946,1.23,-1.1,2.16,-0.03,-1.32,-0.6,0.85
105.985,1.12,-1.09,2.25,-0.34,-1.43,-0.48,0.97
106.024,0.93,-1.07,2.03,-0.63,-1.43,-0.33,1.07
106.064,0.7,-1.06,1.52,-0.83,-1.35,-0.15,1.16
106.103,0.45,-1.03,0.9,-0.91,-1.21,0.07,1.18
106.142,0.21,-1.01,0.44,-0.92,-1.03,0.35,1.16
106.182,-0.03,-0.96,0.16,-0.88,-0.8,0.64,1.1
106.221,-0.24,-0.89,-0.09,-0.82,-0.61,0.94,1.0
106.26,-0.43,-0.77,-0.23,-0.77,-0.44,1.19,0.85
106.3,-0.6,-0.56,-0.3,-0.73,-0.31,1.33,0.66
106.339,-0.78,-0.27,-0.37,-0.69,-0.22,1.34,0.46
106.378,-0.91,0.09,-0.42,-0.63,-0.15,1.28,0.26
106.418,-1.02,0.47,-0.48,-0.57,-0.09,1.13,0.08
106.457,-1.11,0.82,-0.52,-0.55,-0.01,0.94,-0.09
106.496,-1.18,1.11,-0.53,-0.59,0.12,0.73,-0.25
106.536,-1.22,1.36,-0.57,-0.65,0.29,0.56,-0.42
106.575,-1.2,1.53,-0.65,-0.7,0.55,0.42,-0.6
106.614,-1.11,1.58,-0.79,-0.67,0.88,0.32,-0.8
106.653,-0.93,1.56,-0.95,-0.57,1.21,0.22,-1.0
106.693,-0.71,1.47,-1.11,-0.4,1.48,0.09,-1.17
106.732,-0.46,1.35,-1.2,-0.18,1.56,-0.09,-1.32
106.771,-0.23,1.23,-1.21,0.07,1.54,-0.32,-1.39
106.811,0.02,1.02,-1.16,0.34,1.42,-0.56,-1.38
106.85,0.25,0.71,-1.07,0.67,1.24,-0.78,-1.29
106.889,0.49,0.38,-0.96,1.08,1.04,-0.98,-1.13
106.929,0.69,0.04,-0.79,1.5,0.81,-1.13,-0.87
106.968,0.85,-0.26,-0.51,1.82,0.51,-1.2,-0.57
107.007,0.97,-0.51,-0.16,1.93,0.16,-1.2,-0.25
107.047,1.06,-0.72,0.24,1.83,-0.21,-1.14,0.06
107.086,1.16,-0.88,0.7,1.51,-0.55,-1.02,0.34
107.125,1.2,-1.0,1.25,0.99,-0.86,-0.88,0.54
107.165,1.25,-1.07,1.78,0.42,-1.14,-0.72,0.71
107.204,1.23,-1.1,2.15,-0.02,-1.33,-0.6,0.84
107.243,1.13,-1.09,2.25,-0.33,-1.43,-0.47,0.96
107.282,0.96,-1.08,2.04,-0.63,-1.45,-0.34,1.07
107.322,0.72,-1.04,1.56,-0.82,-1.36,-0.15,1.14
107.361,0.48,-1.03,0.94,-0.9,-1.21,0.07,1.18
107.4,0.22,-1.01,0.46,-0.91,-1.01,0.35,1.17
107.44,0.0,-0.97,0.17,-0.88,-0.82,0.64,1.11
107.479,-0.23,-0.9,-0.08,-0.82,-0.61,0.94,1.0
107.518,-0.41,-0.79,-0.22,-0.77,-0.44,1.19,0.86
107.558,-0.59,-0.6,-0.3,-0.73,-0.31,1.32,0.68
107.597,-0.77,-0.31,-0.36,-0.69,-0.23,1.35,0.47
107.636,-0.91,0.05,-0.41,-0.63,-0.16,1.28,0.27
107.676,-1.01,0.44,-0.48,-0.57,-0.09,1.13,0.09
107.715,-1.11,0.79,-0.52,-0.55,-0.01,0.93,-0.09
107.754,-1.18,1.09,-0.54,-0.58,0.12,0.73,-0.24
107.794,-1.22,1.34,-0.58,-0.65,0.29,0.56,-0.41
107.833,-1.2,1.51,-0.64,-0.69,0.55,0.42,-0.6
107.872,-1.11,1.58,-0.78,-0.68,0.86,0.32,-0.8
107.911,-0.95,1.56,-0.93,-0.58,1.2,0.23,-1.0
107.951,-0.72,1.48,-1.1,-0.41,1.47,0.11,-1.17
107.99,-0.48,1.36,-1.2,-0.19,1.56,-0.08,-1.31
108.029,-0.25,1.23,-1.21,0.05,1.55,-0.31,-1.38
108.069,-0.02,1.03,-1.16,0.32,1.43,-0.56,-1.39
108.108,0.22,0.74,-1.08,0.65,1.25,-0.79,-1.31
108.147,0.45,0.4,-0.97,1.06,1.05,-0.98,-1.13
108.187,0.66,0.06,-0.8,1.48,0.82,-1.13,-0.88
108.226,0.83,-0.24,-0.54,1.81,0.53,-1.2,-0.58
108.265,0.96,-0.49,-0.19,1.93,0.18,-1.21,-0.25
108.305,1.06,-0.71,0.21,1.84,-0.2,-1.14,0.06
108.344,1.14,-0.86,0.67,1.53,-0.54,-1.02,0.33
108.383,1.2,-0.98,1.2,1.02,-0.86,-0.88,0.55
108.423,1.25,-1.06,1.73,0.44,-1.13,-0.73,0.71
108.462,1.24,-1.09,2.12,-0.01,-1.32,-0.59,0.84
108.501,1.16,-1.08,2.25,-0.33,-1.42,-0.47,0.97
108.54,0.97,-1.07,2.07,-0.62,-1.43,-0.35,1.07
108.58,0.75,-1.06,1.6,-0.81,-1.36,-0.16,1.14
108.619,0.49,-1.04,0.97,-0.89,-1.21,0.06,1.18
108.658,0.24,-1.01,0.48,-0.91,-1.03,0.35,1.17
108.698,0.01,-0.97,0.19,-0.88,-0.8,0.64,1.11
108.737,-0.2,-0.9,-0.07,-0.82,-0.62,0.94,1.0
108.776,-0.39,-0.79,-0.22,-0.76,-0.44,1.2,0.86
108.816,-0.58,-0.62,-0.28,-0.72,-0.31,1.33,0.68
108.855,-0.74,-0.35,-0.34,-0.69,-0.23,1.35,0.48
108.894,-0.89,0.02,-0.4,-0.63,-0.17,1.28,0.28
108.934,-1.0,0.4,-0.47,-0.58,-0.12,1.13,0.1
108.973,-1.09,0.76,-0.5,-0.55,-0.02,0.94,-0.07
109.012,-1.16,1.06,-0.53,-0.58,0.09,0.74,-0.24
109.051,-1.21,1.32,-0.57,-0.64,0.28,0.56,-0.41
109.091,-1.21,1.5,-0.64,-0.69,0.54,0.43,-0.6
109.13,-1.13,1.57,-0.76,-0.68,0.86,0.33,-0.8
109.169,-0.97,1.56,-0.93,-0.58,1.2,0.24,-1.0
109.209,-0.75,1.47,-1.08,-0.42,1.47,0.11,-1.17
109.248,-0.51,1.38,-1.2,-0.2,1.56,-0.08,-1.31
109.287,-0.27,1.24,-1.22,0.03,1.54,-0.31,-1.38
109.327,-0.04,1.05,-1.18,0.3,1.43,-0.56,-1.38
109.366,0.19,0.76,-1.1,0.62,1.27,-0.79,-1.29
109.405,0.43,0.42,-0.99,1.03,1.07,-0.98,-1.13
109.445,0.64,0.09,-0.82,1.45,0.84,-1.11,-0.9
109.484,0.8,-0.21,-0.55,1.79,0.54,-1.18,-0.6
109.523,0.94,-0.48,-0.22,1.93,0.19,-1.2,-0.26
109.563,1.05,-0.68,0.17,1.86,-0.17,-1.14,0.04
109.602,1.14,-0.85,0.63,1.57,-0.52,-1.02,0.33
109.641,1.2,-0.97,1.16,1.06,-0.85,-0.86,0.54
109.68,1.25,-1.04,1.69,0.48,-1.13,-0.73,0.71
109.72,1.24,-1.08,2.1,0.0,-1.33,-0.6,0.84
109.759,1.16,-1.09,2.25,-0.31,-1.42,-0.48,0.96
109.798,0.99,-1.08,2.1,-0.6,-1.45,-0.35,1.06
109.838,0.77,-1.06,1.64,-0.8,-1.36,-0.18,1.14
109.877,0.5,-1.04,1.01,-0.89,-1.21,0.06,1.18
109.916,0.26,-1.02,0.49,-0.9,-1.04,0.35,1.18
109.956,0.03,-0.97,0.21,-0.88,-0.82,0.64,1.12
109.995,-0.19,-0.92,-0.05,-0.83,-0.62,0.94,1.01
110.034,-0.37,-0.82,-0.21,-0.77,-0.44,1.19,0.87
110.074,-0.56,-0.65,-0.28,-0.73,-0.31,1.33,0.69
110.113,-0.73,-0.37,-0.33,-0.69,-0.23,1.35,0.48
110.152,-0.87,-0.02,-0.4,-0.64,-0.19,1.27,0.28
110.192,-1.0,0.36,-0.46,-0.58,-0.12,1.12,0.1
110.231,-1.08,0.73,-0.5,-0.55,-0.03,0.93,-0.07
110.27,-1.16,1.03,-0.53,-0.57,0.09,0.73,-0.23
110.309,-1.22,1.29,-0.55,-0.64,0.27,0.56,-0.39
110.349,-1.21,1.48,-0.62,-0.69,0.53,0.44,-0.58
110.388,-1.13,1.57,-0.75,-0.68,0.84,0.33,-0.78
110.427,-0.99,1.56,-0.92,-0.59,1.18,0.25,-1.0
110.467,-0.77,1.48,-1.08,-0.42,1.45,0.12,-1.17
110.506,-0.54,1.38,-1.18,-0.22,1.55,-0.07,-1.31
110.545,-0.31,1.24,-1.22,0.01,1.55,-0.31,-1.38
110.585,-0.07,1.06,-1.18,0.26,1.45,-0.54,-1.38
110.624,0.16,0.8,-1.11,0.58,1.28,-0.78,-1.31
110.663,0.39,0.45,-1.0,0.99,1.1,-0.98,-1.14
110.703,0.62,0.11,-0.83,1.43,0.86,-1.11,-0.9
110.742,0.78,-0.19,-0.58,1.77,0.56,-1.18,-0.61
110.781,0.92,-0.45,-0.26,1.93,0.21,-1.2,-0.28
110.821,1.04,-0.66,0.14,1.87,-0.15,-1.14,0.04
110.86,1.13,-0.84,0.59,1.61,-0.51,-1.02,0.33
110.899,1.19,-0.96,1.1,1.11,-0.84,-0.86,0.54
110.938,1.25,-1.03,1.63,0.51,-1.11,-0.73,0.69
110.978,1.25,-1.08,2.07,0.02,-1.32,-0.61,0.84
111.017,1.17,-1.08,2.24,-0.3,-1.42,-0.5,0.96
111.056,1.01,-1.07,2.12,-0.6,-1.43,-0.37,1.06
111.096,0.78,-1.07,1.68,-0.79,-1.38,-0.19,1.16
111.135,0.53,-1.04,1.06,-0.88,-1.22,0.05,1.19
111.174,0.29,-1.03,0.52,-0.91,-1.04,0.32,1.17
111.214,0.04,-0.98,0.22,-0.88,-0.82,0.64,1.11
111.253,-0.16,-0.92,-0.02,-0.83,-0.63,0.94,1.01
111.292,-0.34,-0.83,-0.2,-0.77,-0.44,1.19,0.87
111.332,-0.54,-0.67,-0.27,-0.73,-0.33,1.33,0.69
111.371,-0.71,-0.41,-0.32,-0.7,-0.24,1.34,0.49
111.41,-0.86,-0.06,-0.39,-0.64,-0.19,1.27,0.29
111.45,-0.98,0.33,-0.44,-0.58,-0.13,1.12,0.11
111.489,-1.07,0.69,-0.49,-0.54,-0.05,0.94,-0.05
111.528,-1.15,1.0,-0.52,-0.57,0.07,0.75,-0.22
111.567,-1.21,1.27,-0.55,-0.64,0.26,0.58,-0.38
111.607,-1.22,1.47,-0.62,-0.69,0.5,0.44,-0.58
111.646,-1.15,1.57,-0.75,-0.68,0.82,0.35,-0.8
111.685,-1.01,1.56,-0.91,-0.59,1.16,0.26,-0.99
111.725,-0.81,1.48,-1.07,-0.42,1.43,0.13,-1.17
111.764,-0.58,1.39,-1.18,-0.23,1.54,-0.06,-1.31
111.803,-0.34,1.27,-1.22,0.0,1.54,-0.29,-1.38
111.843,-0.1,1.09,-1.17,0.24,1.46,-0.54,-1.39
111.882,0.12,0.82,-1.11,0.56,1.29,-0.77,-1.29
111.921,0.36,0.5,-1.01,0.96,1.12,-0.97,-1.14
111.961,0.58,0.15,-0.85,1.39,0.9,-1.1,-0.9
112.0,0.77,-0.17,-0.61,1.75,0.61,-1.18,-0.62
112.039,0.91,-0.43,-0.3,1.92,0.25,-1.18,-0.29
112.079,1.03,-0.65,0.1,1.89,-0.13,-1.13,0.03
112.118,1.12,-0.83,0.55,1.64,-0.49,-1.02,0.32
112.157,1.19,-0.95,1.06,1.15,-0.83,-0.89,0.53
112.196,1.24,-1.04,1.6,0.55,-1.11,-0.75,0.69
112.236,1.25,-1.08,2.04,0.05,-1.32,-0.61,0.83
112.275,1.18,-1.09,2.25,-0.28,-1.42,-0.51,0.94
112.314,1.03,-1.08,2.14,-0.58,-1.43,-0.38,1.06
112.354,0.8,-1.06,1.72,-0.78,-1.38,-0.2,1.16
112.393,0.55,-1.04,1.09,-0.88,-1.24,0.03,1.19
112.432,0.3,-1.03,0.55,-0.9,-1.05,0.3,1.18
112.472,0.07,-1.0,0.24,-0.88,-0.84,0.62,1.12
112.511,-0.15,-0.95,-0.01,-0.83,-0.63,0.94,1.01
112.55,-0.33,-0.85,-0.19,-0.78,-0.45,1.19,0.87
112.59,-0.52,-0.68,-0.27,-0.74,-0.34,1.33,0.69
112.629,-0.7,-0.44,-0.31,-0.7,-0.24,1.34,0.51
112.668,-0.85,-0.1,-0.38,-0.64,-0.19,1.27,0.32
112.708,-0.98,0.28,-0.43,-0.58,-0.13,1.13,0.14
112.747,-1.07,0.65,-0.48,-0.54,-0.06,0.94,-0.04
112.786,-1.15,0.97,-0.51,-0.57,0.07,0.74,-0.19
112.825,-1.21,1.24,-0.54,-0.63,0.25,0.57,-0.37
112.865,-1.22,1.45,-0.61,-0.68,0.49,0.46,-0.56
112.904,-1.16,1.56,-0.74,-0.68,0.81,0.37,-0.76
112.943,-1.02,1.56,-0.9,-0.59,1.14,0.29,-0.99
112.983,-0.82,1.48,-1.07,-0.43,1.41,0.14,-1.16
113.022,-0.6,1.39,-1.18,-0.24,1.53,-0.05,-1.31
113.061,-0.37,1.27,-1.22,-0.02,1.54,-0.28,-1.38
113.101,-0.13,1.1,-1.2,0.22,1.46,-0.54,-1.39
113.14,0.1,0.85,-1.11,0.52,1.32,-0.77,-1.31
113.179,0.32,0.52,-1.01,0.92,1.14,-0.97,-1.15
113.219,0.56,0.17,-0.85,1.36,0.92,-1.1,-0.91
113.258,0.75,-0.13,-0.63,1.72,0.62,-1.17,-0.62
113.297,0.89,-0.41,-0.32,1.91,0.27,-1.17,-0.3
113.337,1.01,-0.63,0.06,1.9,-0.1,-1.11,0.02
113.376,1.11,-0.8,0.49,1.68,-0.47,-1.01,0.29
113.415,1.19,-0.94,1.01,1.21,-0.8,-0.88,0.49
113.454,1.24,-1.03,1.54,0.6,-1.08,-0.75,0.67
113.494,1.25,-1.07,2.01,0.08,-1.31,-0.63,0.81
113.533,1.18,-1.08,2.25,-0.27,-1.42,-0.52,0.94
113.572,1.04,-1.08,2.16,-0.56,-1.45,-0.39,1.05
113.612,0.82,-1.07,1.76,-0.78,-1.39,-0.22,1.14
113.651,0.57,-1.04,1.15,-0.88,-1.25,0.0,1.19
113.69,0.32,-1.04,0.58,-0.91,-1.05,0.3,1.18
113.73,0.09,-1.01,0.26,-0.89,-0.84,0.61,1.12
113.769,-0.12,-0.95,0.0,-0.83,-0.63,0.93,1.01
113.808,-0.31,-0.86,-0.18,-0.78,-0.47,1.19,0.88
113.848,-0.5,-0.72,-0.25,-0.74,-0.34,1.32,0.71
113.887,-0.68,-0.47,-0.3,-0.71,-0.26,1.34,0.53
113.926,-0.84,-0.14,-0.36,-0.66,-0.19,1.28,0.34
113.965,-0.95,0.23,-0.41,-0.59,-0.14,1.13,0.15
114.005,-1.05,0.61,-0.47,-0.54,-0.07,0.94,-0.02
114.044,-1.14,0.93,-0.5,-0.56,0.05,0.75,-0.18
114.083,-1.2,1.2,-0.54,-0.63,0.22,0.6,-0.35
114.123,-1.22,1.42,-0.61,-0.68,0.48,0.48,-0.55
114.162,-1.18,1.54,-0.73,-0.67,0.78,0.38,-0.76
114.201,-1.05,1.54,-0.9,-0.59,1.12,0.29,-0.97
114.241,-0.86,1.5,-1.06,-0.44,1.4,0.16,-1.16
114.28,-0.64,1.39,-1.18,-0.24,1.53,-0.05,-1.31
114.319,-0.4,1.28,-1.22,-0.04,1.54,-0.28,-1.39
114.359,-0.17,1.14,-1.2,0.19,1.46,-0.53,-1.38
114.398,0.07,0.89,-1.12,0.48,1.33,-0.76,-1.32
114.437,0.31,0.57,-1.02,0.87,1.17,-0.95,-1.15
114.477,0.53,0.22,-0.87,1.31,0.96,-1.08,-0.93
114.516,0.73,-0.1,-0.67,1.69,0.67,-1.15,-0.63
114.555,0.87,-0.37,-0.37,1.9,0.32,-1.17,-0.31
114.594,0.99,-0.61,0.01,1.92,-0.07,-1.11,0.0
114.634,1.1,-0.79,0.44,1.72,-0.44,-1.01,0.27
114.673,1.17,-0.92,0.94,1.27,-0.78,-0.88,0.48
114.712,1.24,-1.02,1.49,0.66,-1.07,-0.75,0.66
114.752,1.25,-1.07,1.96,0.1,-1.31,-0.64,0.8
114.791,1.19,-1.09,2.23,-0.24,-1.42,-0.53,0.93
114.83,1.05,-1.08,2.18,-0.54,-1.46,-0.41,1.06
