Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
67.774,0.57,0.16,-0.86,1.36,0.93,-1.09,-0.97
67.813,0.76,-0.14,-0.64,1.74,0.64,-1.17,-0.69
67.853,0.9,-0.39,-0.32,1.93,0.27,-1.18,-0.36
67.892,1.03,-0.62,0.06,1.91,-0.1,-1.13,-0.04
67.931,1.13,-0.79,0.52,1.68,-0.48,-1.02,0.26
67.97,1.2,-0.92,1.01,1.21,-0.82,-0.89,0.51
68.01,1.25,-1.0,1.54,0.6,-1.1,-0.78,0.68
68.049,1.25,-1.04,2.01,0.08,-1.31,-0.67,0.83
68.088,1.17,-1.04,2.23,-0.25,-1.43,-0.56,0.96
68.128,1.03,-1.04,2.14,-0.55,-1.46,-0.44,1.07
68.167,0.82,-1.03,1.75,-0.77,-1.4,-0.26,1.14
68.206,0.58,-1.03,1.17,-0.87,-1.25,-0.01,1.18
68.246,0.32,-1.03,0.62,-0.89,-1.05,0.27,1.17
68.285,0.09,-1.02,0.3,-0.86,-0.83,0.6,1.11
68.324,-0.12,-0.96,0.04,-0.8,-0.61,0.92,1.03
68.364,-0.32,-0.86,-0.15,-0.76,-0.43,1.18,0.88
68.403,-0.51,-0.71,-0.23,-0.73,-0.31,1.33,0.72
68.442,-0.67,-0.48,-0.29,-0.69,-0.24,1.37,0.53
68.482,-0.82,-0.15,-0.34,-0.64,-0.21,1.3,0.34
68.521,-0.94,0.23,-0.41,-0.58,-0.15,1.14,0.15
68.56,-1.05,0.61,-0.47,-0.54,-0.08,0.94,-0.02
68.599,-1.13,0.93,-0.5,-0.57,0.04,0.74,-0.17
68.639,-1.19,1.23,-0.55,-0.64,0.2,0.56,-0.33
68.678,-1.21,1.46,-0.62,-0.69,0.44,0.44,-0.52
68.717,-1.15,1.58,-0.75,-0.69,0.75,0.37,-0.73
68.757,-1.04,1.59,-0.92,-0.6,1.1,0.3,-0.94
68.796,-0.85,1.53,-1.07,-0.45,1.38,0.17,-1.13
68.835,-0.64,1.42,-1.18,-0.26,1.53,-0.01,-1.27
68.875,-0.4,1.3,-1.22,-0.06,1.55,-0.25,-1.38
68.914,-0.17,1.14,-1.18,0.17,1.48,-0.5,-1.4
68.953,0.08,0.86,-1.11,0.48,1.36,-0.73,-1.34
68.993,0.32,0.52,-1.02,0.88,1.19,-0.94,-1.2
69.032,0.55,0.2,-0.87,1.33,0.97,-1.09,-0.99
69.071,0.73,-0.12,-0.67,1.71,0.67,-1.16,-0.69
69.11,0.87,-0.38,-0.36,1.93,0.3,-1.17,-0.36
69.15,1.0,-0.6,0.03,1.92,-0.09,-1.11,-0.04
69.189,1.11,-0.78,0.47,1.7,-0.47,-1.01,0.25
69.228,1.2,-0.91,0.97,1.24,-0.8,-0.89,0.49
69.268,1.25,-1.0,1.5,0.63,-1.1,-0.78,0.67
69.307,1.24,-1.04,1.97,0.1,-1.32,-0.69,0.81
69.346,1.18,-1.06,2.22,-0.24,-1.43,-0.58,0.96
69.386,1.04,-1.04,2.16,-0.54,-1.47,-0.46,1.06
69.425,0.83,-1.03,1.8,-0.76,-1.4,-0.27,1.13
69.464,0.59,-1.04,1.19,-0.86,-1.25,-0.02,1.17
69.504,0.35,-1.04,0.65,-0.88,-1.05,0.26,1.17
69.543,0.11,-1.02,0.32,-0.85,-0.83,0.6,1.12
69.582,-0.11,-0.97,0.05,-0.81,-0.61,0.92,1.03
69.622,-0.3,-0.88,-0.15,-0.77,-0.44,1.19,0.9
69.661,-0.48,-0.73,-0.23,-0.74,-0.33,1.34,0.73
69.7,-0.66,-0.5,-0.28,-0.7,-0.26,1.37,0.55
69.739,-0.81,-0.18,-0.34,-0.65,-0.21,1.3,0.35
69.779,-0.94,0.2,-0.41,-0.58,-0.16,1.13,0.17
69.818,-1.05,0.57,-0.46,-0.54,-0.09,0.94,0.01
69.857,-1.13,0.91,-0.5,-0.56,0.02,0.73,-0.16
69.897,-1.2,1.18,-0.53,-0.63,0.2,0.57,-0.32
69.936,-1.23,1.42,-0.61,-0.69,0.44,0.45,-0.51
69.975,-1.18,1.56,-0.74,-0.69,0.75,0.38,-0.73
70.015,-1.05,1.58,-0.9,-0.6,1.09,0.31,-0.94
70.054,-0.87,1.53,-1.06,-0.46,1.36,0.19,-1.13
70.093,-0.65,1.44,-1.17,-0.28,1.53,-0.01,-1.28
70.133,-0.43,1.32,-1.22,-0.08,1.55,-0.25,-1.38
70.172,-0.19,1.15,-1.18,0.14,1.49,-0.5,-1.4
70.211,0.04,0.89,-1.12,0.44,1.38,-0.73,-1.34
70.251,0.3,0.56,-1.02,0.85,1.2,-0.94,-1.21
70.29,0.52,0.22,-0.9,1.31,0.98,-1.08,-0.97
70.329,0.72,-0.08,-0.69,1.7,0.68,-1.15,-0.69
70.368,0.85,-0.36,-0.39,1.92,0.32,-1.15,-0.36
70.408,0.98,-0.57,0.0,1.93,-0.08,-1.1,-0.04
70.447,1.1,-0.76,0.44,1.74,-0.45,-0.99,0.25
70.486,1.18,-0.9,0.93,1.29,-0.79,-0.89,0.48
70.526,1.24,-0.98,1.46,0.67,-1.08,-0.77,0.67
70.565,1.24,-1.04,1.94,0.12,-1.29,-0.69,0.81
70.604,1.18,-1.06,2.22,-0.24,-1.42,-0.59,0.96
70.644,1.06,-1.06,2.17,-0.53,-1.46,-0.47,1.06
70.683,0.85,-1.04,1.82,-0.76,-1.4,-0.29,1.14
70.722,0.62,-1.04,1.22,-0.86,-1.25,-0.05,1.18
70.762,0.37,-1.04,0.66,-0.88,-1.05,0.26,1.17
70.801,0.15,-1.03,0.33,-0.86,-0.83,0.6,1.11
70.84,-0.07,-0.98,0.06,-0.81,-0.62,0.92,1.01
70.88,-0.27,-0.9,-0.13,-0.76,-0.43,1.2,0.88
70.919,-0.46,-0.76,-0.21,-0.73,-0.33,1.34,0.73
70.958,-0.64,-0.53,-0.27,-0.7,-0.26,1.37,0.55
70.997,-0.8,-0.21,-0.32,-0.65,-0.21,1.28,0.36
71.037,-0.93,0.16,-0.38,-0.58,-0.17,1.13,0.19
71.076,-1.04,0.53,-0.43,-0.54,-0.1,0.93,0.02
71.115,-1.13,0.86,-0.49,-0.56,0.01,0.73,-0.13
71.155,-1.19,1.15,-0.53,-0.63,0.18,0.58,-0.31
71.194,-1.23,1.4,-0.61,-0.69,0.43,0.46,-0.5
71.233,-1.19,1.54,-0.74,-0.68,0.74,0.41,-0.73
71.273,-1.08,1.57,-0.9,-0.6,1.07,0.32,-0.94
71.312,-0.91,1.52,-1.06,-0.46,1.35,0.19,-1.13
71.351,-0.68,1.44,-1.18,-0.28,1.5,-0.01,-1.28
71.391,-0.46,1.32,-1.22,-0.09,1.55,-0.25,-1.38
71.43,-0.22,1.17,-1.2,0.12,1.5,-0.5,-1.4
71.469,0.02,0.92,-1.12,0.42,1.39,-0.73,-1.34
71.509,0.26,0.61,-1.03,0.82,1.22,-0.92,-1.2
71.548,0.5,0.26,-0.9,1.27,1.02,-1.07,-0.99
71.587,0.69,-0.06,-0.71,1.67,0.72,-1.14,-0.69
71.626,0.85,-0.33,-0.42,1.91,0.35,-1.15,-0.37
71.666,0.97,-0.56,-0.05,1.94,-0.05,-1.09,-0.06
71.705,1.09,-0.76,0.38,1.77,-0.44,-0.99,0.22
71.744,1.17,-0.89,0.87,1.33,-0.78,-0.88,0.46
71.784,1.24,-0.98,1.4,0.72,-1.07,-0.78,0.65
71.823,1.25,-1.03,1.9,0.14,-1.29,-0.7,0.81
71.862,1.19,-1.06,2.21,-0.22,-1.42,-0.6,0.94
71.902,1.07,-1.06,2.2,-0.51,-1.46,-0.48,1.07
71.941,0.87,-1.04,1.88,-0.75,-1.4,-0.31,1.14
71.98,0.64,-1.04,1.29,-0.85,-1.26,-0.06,1.19
72.02,0.41,-1.04,0.7,-0.88,-1.06,0.25,1.17
72.059,0.17,-1.04,0.34,-0.86,-0.84,0.58,1.11
72.098,-0.05,-1.01,0.09,-0.81,-0.62,0.92,1.03
72.138,-0.25,-0.92,-0.12,-0.77,-0.45,1.19,0.9
72.177,-0.44,-0.78,-0.21,-0.73,-0.34,1.34,0.73
72.216,-0.61,-0.55,-0.26,-0.71,-0.27,1.37,0.55
72.255,-0.79,-0.24,-0.32,-0.65,-0.22,1.28,0.36
72.295,-0.92,0.12,-0.38,-0.58,-0.19,1.12,0.2
72.334,-1.02,0.5,-0.42,-0.54,-0.1,0.92,0.04
72.373,-1.12,0.83,-0.47,-0.55,0.01,0.73,-0.12
72.413,-1.2,1.12,-0.52,-0.62,0.18,0.58,-0.29
72.452,-1.23,1.36,-0.6,-0.68,0.42,0.49,-0.49
72.491,-1.2,1.52,-0.72,-0.69,0.72,0.42,-0.7
72.531,-1.09,1.56,-0.89,-0.61,1.05,0.35,-0.93
72.57,-0.93,1.52,-1.05,-0.47,1.32,0.22,-1.13
72.609,-0.72,1.44,-1.17,-0.3,1.49,0.0,-1.28
72.649,-0.48,1.34,-1.22,-0.12,1.54,-0.24,-1.38
72.688,-0.25,1.18,-1.18,0.08,1.5,-0.5,-1.4
72.727,0.0,0.94,-1.13,0.36,1.41,-0.73,-1.34
72.767,0.24,0.63,-1.03,0.76,1.25,-0.92,-1.2
72.806,0.46,0.29,-0.92,1.21,1.04,-1.05,-0.97
72.845,0.68,-0.02,-0.73,1.63,0.74,-1.13,-0.7
72.884,0.82,-0.3,-0.46,1.88,0.37,-1.14,-0.38
72.924,0.94,-0.54,-0.09,1.95,-0.02,-1.08,-0.07
72.963,1.06,-0.72,0.34,1.81,-0.41,-0.99,0.21
73.002,1.17,-0.88,0.82,1.4,-0.76,-0.89,0.43
73.042,1.23,-0.98,1.33,0.78,-1.05,-0.79,0.62
73.081,1.25,-1.03,1.84,0.2,-1.28,-0.71,0.79
73.12,1.19,-1.06,2.18,-0.19,-1.41,-0.61,0.93
73.16,1.09,-1.06,2.22,-0.48,-1.47,-0.5,1.07
73.199,0.9,-1.06,1.93,-0.74,-1.41,-0.32,1.17
73.238,0.66,-1.06,1.37,-0.86,-1.27,-0.08,1.2
73.278,0.42,-1.06,0.74,-0.89,-1.07,0.24,1.19
73.317,0.19,-1.04,0.36,-0.87,-0.85,0.57,1.12
73.356,-0.04,-1.01,0.11,-0.82,-0.63,0.9,1.01
73.396,-0.24,-0.92,-0.11,-0.77,-0.45,1.19,0.88
73.435,-0.43,-0.79,-0.21,-0.74,-0.34,1.34,0.72
73.474,-0.6,-0.56,-0.26,-0.71,-0.28,1.37,0.55
73.513,-0.77,-0.27,-0.3,-0.66,-0.23,1.28,0.38
73.553,-0.91,0.09,-0.37,-0.6,-0.2,1.12,0.21
73.592,-1.01,0.45,-0.41,-0.54,-0.13,0.92,0.06
73.631,-1.11,0.79,-0.46,-0.55,-0.01,0.74,-0.1
73.671,-1.19,1.09,-0.52,-0.62,0.15,0.58,-0.28
73.71,-1.23,1.34,-0.6,-0.68,0.4,0.5,-0.46
73.749,-1.21,1.51,-0.71,-0.69,0.69,0.44,-0.7
73.789,-1.12,1.56,-0.87,-0.61,1.02,0.36,-0.93
73.828,-0.95,1.52,-1.03,-0.47,1.29,0.23,-1.13
73.867,-0.75,1.44,-1.16,-0.3,1.46,0.01,-1.28
73.907,-0.52,1.34,-1.22,-0.13,1.53,-0.24,-1.38
73.946,-0.29,1.21,-1.2,0.06,1.5,-0.48,-1.4
73.985,-0.04,0.99,-1.13,0.32,1.42,-0.72,-1.34
74.024,0.21,0.68,-1.04,0.7,1.28,-0.9,-1.2
74.064,0.44,0.33,-0.93,1.15,1.09,-1.04,-0.97
74.103,0.64,0.02,-0.76,1.57,0.79,-1.11,-0.7
74.142,0.79,-0.27,-0.5,1.85,0.43,-1.13,-0.39
74.182,0.93,-0.51,-0.13,1.95,0.02,-1.07,-0.1
74.221,1.05,-0.71,0.27,1.86,-0.37,-0.98,0.17
74.26,1.16,-0.86,0.75,1.47,-0.72,-0.89,0.4
74.3,1.23,-0.97,1.27,0.86,-1.04,-0.8,0.59
74.339,1.25,-1.03,1.79,0.25,-1.27,-0.72,0.77
74.378,1.21,-1.07,2.16,-0.16,-1.42,-0.64,0.92
74.418,1.1,-1.08,2.23,-0.46,-1.47,-0.52,1.07
74.457,0.92,-1.07,1.97,-0.72,-1.42,-0.35,1.17
74.496,0.69,-1.07,1.42,-0.85,-1.29,-0.1,1.22
74.536,0.44,-1.06,0.82,-0.89,-1.1,0.19,1.19
74.575,0.19,-1.04,0.4,-0.88,-0.87,0.54,1.13
74.614,-0.03,-1.02,0.13,-0.83,-0.65,0.88,1.03
74.653,-0.22,-0.95,-0.1,-0.78,-0.48,1.16,0.88
74.693,-0.4,-0.8,-0.21,-0.74,-0.35,1.33,0.73
74.732,-0.59,-0.6,-0.26,-0.72,-0.28,1.37,0.55
74.771,-0.74,-0.31,-0.31,-0.67,-0.24,1.28,0.39
74.811,-0.91,0.04,-0.37,-0.6,-0.21,1.13,0.22
74.85,-1.0,0.41,-0.4,-0.55,-0.13,0.93,0.07
74.889,-1.09,0.75,-0.46,-0.55,-0.02,0.74,-0.07
74.929,-1.19,1.05,-0.51,-0.6,0.14,0.6,-0.25
74.968,-1.23,1.29,-0.59,-0.67,0.37,0.51,-0.44
75.007,-1.22,1.48,-0.7,-0.69,0.65,0.46,-0.68
75.047,-1.13,1.56,-0.85,-0.62,0.97,0.38,-0.91
75.086,-0.98,1.52,-1.03,-0.48,1.25,0.25,-1.13
75.125,-0.77,1.45,-1.15,-0.32,1.45,0.04,-1.28
75.165,-0.54,1.36,-1.22,-0.16,1.52,-0.22,-1.38
75.204,-0.31,1.23,-1.2,0.03,1.5,-0.47,-1.4
75.243,-0.07,1.02,-1.13,0.28,1.43,-0.7,-1.35
75.282,0.17,0.71,-1.05,0.64,1.31,-0.89,-1.2
75.322,0.39,0.38,-0.95,1.09,1.12,-1.02,-0.99
75.361,0.6,0.04,-0.8,1.51,0.83,-1.09,-0.7
75.4,0.77,-0.25,-0.53,1.82,0.47,-1.1,-0.41
75.44,0.92,-0.48,-0.18,1.95,0.07,-1.07,-0.12
75.479,1.04,-0.7,0.23,1.89,-0.31,-0.99,0.15
75.518,1.16,-0.85,0.69,1.55,-0.69,-0.9,0.38
75.558,1.21,-0.97,1.2,0.96,-0.99,-0.82,0.56
75.597,1.24,-1.03,1.72,0.32,-1.25,-0.75,0.75
75.636,1.21,-1.07,2.13,-0.13,-1.4,-0.66,0.92
75.676,1.11,-1.08,2.24,-0.42,-1.47,-0.56,1.07
75.715,0.93,-1.08,2.03,-0.7,-1.43,-0.38,1.18
75.754,0.71,-1.08,1.51,-0.84,-1.31,-0.14,1.22
75.794,0.46,-1.07,0.88,-0.9,-1.12,0.16,1.19
75.833,0.22,-1.06,0.42,-0.89,-0.91,0.5,1.13
75.872,0.0,-1.02,0.16,-0.84,-0.69,0.84,1.03
75.911,-0.19,-0.96,-0.07,-0.78,-0.5,1.14,0.88
75.951,-0.39,-0.83,-0.19,-0.75,-0.37,1.33,0.73
75.99,-0.57,-0.62,-0.25,-0.72,-0.3,1.37,0.56
76.029,-0.73,-0.35,-0.29,-0.68,-0.26,1.3,0.4
76.069,-0.88,0.0,-0.36,-0.61,-0.22,1.14,0.25
76.108,-1.0,0.36,-0.4,-0.56,-0.15,0.95,0.1
76.147,-1.09,0.7,-0.44,-0.55,-0.05,0.76,-0.04
76.187,-1.18,1.0,-0.5,-0.6,0.12,0.63,-0.22
76.226,-1.23,1.26,-0.57,-0.67,0.35,0.54,-0.42
76.265,-1.23,1.46,-0.69,-0.68,0.64,0.48,-0.65
76.305,-1.15,1.53,-0.84,-0.62,0.95,0.39,-0.89
76.344,-1.0,1.52,-1.01,-0.49,1.22,0.25,-1.1
76.383,-0.8,1.46,-1.15,-0.33,1.42,0.05,-1.28
76.423,-0.58,1.38,-1.22,-0.17,1.52,-0.2,-1.38
76.462,-0.36,1.27,-1.21,0.0,1.5,-0.45,-1.4
76.501,-0.11,1.06,-1.14,0.24,1.45,-0.67,-1.35
76.54,0.14,0.76,-1.05,0.59,1.33,-0.86,-1.21
76.58,0.37,0.42,-0.96,1.02,1.16,-1.01,-1.0
76.619,0.57,0.09,-0.81,1.45,0.88,-1.08,-0.73
76.658,0.75,-0.21,-0.58,1.78,0.53,-1.09,-0.43
76.698,0.9,-0.45,-0.23,1.94,0.12,-1.05,-0.16
76.737,1.01,-0.67,0.16,1.92,-0.28,-0.98,0.1
76.776,1.14,-0.84,0.62,1.61,-0.64,-0.9,0.33
76.816,1.23,-0.97,1.12,1.03,-0.97,-0.82,0.53
76.855,1.25,-1.03,1.64,0.4,-1.22,-0.75,0.72
76.894,1.23,-1.08,2.09,-0.08,-1.39,-0.67,0.88
76.934,1.13,-1.09,2.24,-0.38,-1.47,-0.57,1.05
76.973,0.96,-1.09,2.07,-0.66,-1.43,-0.41,1.17
77.012,0.73,-1.08,1.58,-0.83,-1.32,-0.19,1.22
77.052,0.49,-1.07,0.95,-0.89,-1.14,0.11,1.2
77.091,0.24,-1.06,0.46,-0.89,-0.93,0.45,1.14
77.13,0.02,-1.03,0.2,-0.84,-0.71,0.81,1.04
77.169,-0.18,-0.97,-0.05,-0.79,-0.52,1.13,0.91
77.209,-0.37,-0.85,-0.19,-0.75,-0.4,1.32,0.75
77.248,-0.54,-0.65,-0.26,-0.72,-0.31,1.37,0.58
77.287,-0.72,-0.38,-0.29,-0.69,-0.27,1.31,0.42
77.327,-0.87,-0.04,-0.36,-0.62,-0.22,1.15,0.28
77.366,-0.99,0.33,-0.4,-0.56,-0.16,0.96,0.14
77.405,-1.09,0.65,-0.44,-0.55,-0.06,0.77,0.0
77.445,-1.16,0.95,-0.5,-0.6,0.11,0.64,-0.18
77.484,-1.22,1.22,-0.55,-0.66,0.32,0.55,-0.39
77.523,-1.23,1.44,-0.67,-0.68,0.61,0.5,-0.63
77.563,-1.15,1.53,-0.81,-0.63,0.91,0.42,-0.87
77.602,-1.01,1.53,-0.99,-0.5,1.2,0.29,-1.09
77.641,-0.82,1.47,-1.14,-0.35,1.4,0.07,-1.27
77.681,-0.6,1.39,-1.22,-0.19,1.49,-0.18,-1.38
77.72,-0.39,1.27,-1.21,-0.02,1.5,-0.43,-1.41
77.759,-0.15,1.09,-1.15,0.2,1.46,-0.65,-1.35
77.798,0.09,0.8,-1.05,0.53,1.34,-0.85,-1.22
77.838,0.34,0.46,-0.96,0.96,1.18,-0.98,-1.01
77.877,0.55,0.12,-0.83,1.39,0.91,-1.07,-0.75
77.916,0.72,-0.18,-0.61,1.73,0.58,-1.09,-0.46
77.956,0.87,-0.44,-0.28,1.93,0.19,-1.05,-0.19
77.995,1.01,-0.65,0.12,1.94,-0.22,-0.99,0.06
78.034,1.13,-0.83,0.55,1.69,-0.58,-0.9,0.28
78.074,1.21,-0.95,1.04,1.14,-0.92,-0.83,0.49
78.113,1.25,-1.03,1.57,0.49,-1.18,-0.76,0.69
78.152,1.23,-1.08,2.03,-0.02,-1.36,-0.69,0.88
78.192,1.13,-1.09,2.25,-0.34,-1.46,-0.59,1.05
78.231,0.98,-1.08,2.13,-0.63,-1.45,-0.45,1.18
78.27,0.77,-1.08,1.68,-0.82,-1.34,-0.22,1.23
78.31,0.51,-1.07,1.04,-0.9,-1.17,0.06,1.23
78.349,0.28,-1.06,0.51,-0.9,-0.96,0.41,1.16
78.388,0.03,-1.03,0.23,-0.86,-0.73,0.76,1.05
78.427,-0.17,-0.97,-0.04,-0.8,-0.55,1.08,0.92
78.467,-0.34,-0.86,-0.19,-0.76,-0.42,1.31,0.77
78.506,-0.53,-0.68,-0.25,-0.73,-0.33,1.38,0.6
78.545,-0.71,-0.42,-0.29,-0.7,-0.28,1.33,0.43
78.585,-0.86,-0.1,-0.33,-0.64,-0.24,1.19,0.29
78.624,-0.98,0.26,-0.4,-0.58,-0.17,1.0,0.16
78.663,-1.08,0.61,-0.43,-0.55,-0.07,0.82,0.01
78.703,-1.16,0.91,-0.49,-0.59,0.08,0.67,-0.16
78.742,-1.22,1.18,-0.54,-0.66,0.3,0.57,-0.36
78.781,-1.23,1.41,-0.65,-0.68,0.57,0.51,-0.58
78.821,-1.18,1.52,-0.8,-0.63,0.88,0.43,-0.84
78.86,-1.05,1.53,-0.96,-0.52,1.17,0.29,-1.07
78.899,-0.86,1.48,-1.12,-0.36,1.39,0.1,-1.26
78.938,-0.65,1.41,-1.21,-0.2,1.48,-0.14,-1.36
78.978,-0.41,1.3,-1.21,-0.04,1.52,-0.39,-1.4
79.017,-0.18,1.12,-1.15,0.17,1.46,-0.63,-1.35
79.056,0.05,0.86,-1.06,0.47,1.36,-0.82,-1.22
79.096,0.3,0.5,-0.97,0.88,1.2,-0.96,-1.03
79.135,0.52,0.16,-0.86,1.32,0.97,-1.05,-0.77
79.174,0.71,-0.14,-0.65,1.68,0.64,-1.08,-0.5
79.214,0.86,-0.41,-0.33,1.91,0.25,-1.05,-0.24
79.253,1.0,-0.63,0.05,1.95,-0.16,-0.99,0.01
79.292,1.13,-0.82,0.47,1.75,-0.54,-0.91,0.25
79.332,1.2,-0.96,0.96,1.24,-0.87,-0.83,0.45
79.371,1.25,-1.03,1.48,0.59,-1.15,-0.76,0.66
79.41,1.23,-1.07,1.97,0.04,-1.34,-0.7,0.86
79.45,1.16,-1.09,2.24,-0.29,-1.45,-0.61,1.05
79.489,1.0,-1.09,2.16,-0.58,-1.45,-0.47,1.18
79.528,0.79,-1.07,1.75,-0.8,-1.36,-0.27,1.23
79.567,0.53,-1.07,1.12,-0.89,-1.19,0.01,1.23
79.607,0.29,-1.07,0.57,-0.9,-0.98,0.35,1.17
79.646,0.05,-1.03,0.25,-0.87,-0.77,0.7,1.07
79.685,-0.15,-0.98,0.01,-0.81,-0.58,1.03,0.94
79.725,-0.34,-0.89,-0.18,-0.77,-0.44,1.28,0.78
79.764,-0.51,-0.72,-0.25,-0.73,-0.35,1.38,0.61
79.803,-0.68,-0.47,-0.29,-0.71,-0.29,1.33,0.46
79.843,-0.84,-0.15,-0.34,-0.66,-0.24,1.2,0.3
79.882,-0.97,0.22,-0.39,-0.59,-0.19,1.02,0.17
79.921,-1.07,0.56,-0.43,-0.56,-0.09,0.84,0.04
79.961,-1.15,0.87,-0.48,-0.59,0.06,0.7,-0.12
80.0,-1.22,1.15,-0.53,-0.64,0.27,0.6,-0.32
80.039,-1.23,1.38,-0.62,-0.68,0.54,0.54,-0.55
80.079,-1.19,1.51,-0.78,-0.64,0.83,0.46,-0.8
80.118,-1.06,1.53,-0.94,-0.54,1.12,0.33,-1.03
80.157,-0.87,1.5,-1.11,-0.38,1.34,0.13,-1.22
80.196,-0.67,1.42,-1.21,-0.22,1.47,-0.12,-1.35
80.236,-0.45,1.33,-1.22,-0.06,1.5,-0.37,-1.4
80.275,-0.22,1.16,-1.16,0.13,1.48,-0.6,-1.35
80.314,0.02,0.88,-1.08,0.42,1.38,-0.8,-1.23
80.354,0.26,0.55,-0.99,0.81,1.24,-0.95,-1.03
80.393,0.49,0.21,-0.89,1.25,1.0,-1.04,-0.8
80.432,0.69,-0.12,-0.69,1.62,0.69,-1.08,-0.54
80.472,0.85,-0.37,-0.39,1.87,0.3,-1.05,-0.28
80.511,0.99,-0.61,0.0,1.96,-0.09,-0.99,-0.04
80.55,1.12,-0.79,0.41,1.81,-0.48,-0.91,0.2
80.59,1.2,-0.92,0.87,1.35,-0.8,-0.84,0.41
80.629,1.25,-1.02,1.39,0.7,-1.11,-0.78,0.62
80.668,1.23,-1.07,1.9,0.12,-1.32,-0.71,0.84
80.708,1.17,-1.08,2.22,-0.24,-1.42,-0.64,1.04
80.747,1.01,-1.09,2.21,-0.54,-1.45,-0.51,1.18
80.786,0.82,-1.08,1.85,-0.78,-1.38,-0.31,1.24
80.825,0.56,-1.07,1.23,-0.88,-1.22,-0.03,1.24
80.865,0.31,-1.07,0.64,-0.91,-1.01,0.29,1.18
80.904,0.08,-1.04,0.28,-0.88,-0.8,0.65,1.09
80.943,-0.13,-1.0,0.04,-0.83,-0.62,0.99,0.96
80.983,-0.31,-0.9,-0.16,-0.78,-0.47,1.25,0.8
81.022,-0.48,-0.74,-0.25,-0.74,-0.37,1.37,0.62
81.061,-0.66,-0.5,-0.28,-0.71,-0.3,1.35,0.47
81.101,-0.81,-0.19,-0.33,-0.67,-0.26,1.24,0.33
81.14,-0.95,0.16,-0.38,-0.6,-0.2,1.06,0.19
81.179,-1.06,0.51,-0.41,-0.57,-0.1,0.88,0.06
81.219,-1.14,0.82,-0.47,-0.59,0.04,0.73,-0.1
81.258,-1.2,1.11,-0.52,-0.64,0.23,0.63,-0.29
81.297,-1.23,1.35,-0.61,-0.68,0.49,0.56,-0.51
81.337,-1.2,1.5,-0.74,-0.66,0.78,0.48,-0.76
81.376,-1.08,1.54,-0.92,-0.55,1.07,0.35,-1.01
81.415,-0.91,1.51,-1.07,-0.4,1.32,0.17,-1.2
81.454,-0.71,1.44,-1.21,-0.24,1.47,-0.08,-1.33
81.494,-0.48,1.35,-1.23,-0.08,1.5,-0.33,-1.39
81.533,-0.25,1.18,-1.17,0.1,1.47,-0.57,-1.35
81.572,0.0,0.93,-1.08,0.36,1.39,-0.77,-1.25
81.612,0.23,0.59,-1.0,0.73,1.27,-0.94,-1.07
81.651,0.46,0.23,-0.91,1.16,1.06,-1.03,-0.83
81.69,0.66,-0.07,-0.72,1.56,0.76,-1.08,-0.57
81.73,0.83,-0.35,-0.44,1.83,0.37,-1.05,-0.31
81.769,0.97,-0.59,-0.07,1.96,-0.02,-0.99,-0.07
81.808,1.11,-0.78,0.34,1.86,-0.41,-0.92,0.15
81.848,1.19,-0.92,0.79,1.45,-0.75,-0.84,0.36
81.887,1.24,-1.01,1.31,0.83,-1.05,-0.78,0.59
81.926,1.24,-1.07,1.83,0.23,-1.27,-0.72,0.8
81.966,1.18,-1.08,2.21,-0.18,-1.41,-0.65,1.0
82.005,1.05,-1.09,2.24,-0.48,-1.45,-0.52,1.16
82.044,0.84,-1.08,1.93,-0.73,-1.38,-0.34,1.24
82.083,0.58,-1.07,1.35,-0.86,-1.25,-0.08,1.24
82.123,0.34,-1.07,0.73,-0.91,-1.05,0.24,1.2
82.162,0.1,-1.06,0.34,-0.9,-0.85,0.58,1.11
82.201,-0.11,-1.02,0.09,-0.85,-0.66,0.93,0.99
82.241,-0.3,-0.92,-0.13,-0.79,-0.5,1.21,0.84
82.28,-0.46,-0.77,-0.23,-0.75,-0.4,1.35,0.66
82.319,-0.64,-0.54,-0.29,-0.72,-0.31,1.35,0.49
82.359,-0.8,-0.24,-0.33,-0.67,-0.26,1.25,0.34
82.398,-0.94,0.12,-0.38,-0.61,-0.2,1.08,0.21
82.437,-1.05,0.47,-0.41,-0.56,-0.12,0.9,0.08
82.477,-1.14,0.79,-0.46,-0.57,0.02,0.75,-0.07
82.516,-1.21,1.08,-0.5,-0.62,0.21,0.65,-0.25
82.555,-1.25,1.33,-0.58,-0.67,0.44,0.58,-0.48
82.595,-1.21,1.48,-0.72,-0.66,0.74,0.51,-0.73
82.634,-1.11,1.54,-0.89,-0.57,1.03,0.39,-0.97
82.673,-0.93,1.52,-1.06,-0.43,1.28,0.2,-1.19
82.712,-0.72,1.45,-1.2,-0.27,1.45,-0.03,-1.32
82.752,-0.5,1.36,-1.24,-0.12,1.49,-0.28,-1.39
82.791,-0.27,1.21,-1.2,0.06,1.48,-0.52,-1.36
82.83,-0.04,0.97,-1.11,0.3,1.41,-0.73,-1.26
82.87,0.21,0.64,-1.02,0.66,1.28,-0.9,-1.08
82.909,0.44,0.29,-0.92,1.08,1.1,-1.02,-0.86
82.948,0.64,-0.03,-0.75,1.49,0.82,-1.08,-0.61
82.988,0.82,-0.31,-0.49,1.8,0.46,-1.07,-0.36
