Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
152.491,0.08,-0.47,0.07,-0.25,0.19,0.16,0.42
152.531,-0.05,-0.35,0.49,-0.35,0.45,0.31,0.73
152.57,-0.18,-0.22,0.94,-0.42,0.79,0.43,1.09
152.609,-0.27,-0.06,1.37,-0.47,1.17,0.48,1.47
152.648,-0.37,0.12,1.72,-0.49,1.56,0.45,1.8
152.688,-0.46,0.31,1.91,-0.5,1.94,0.3,1.94
152.727,-0.54,0.49,1.91,-0.51,2.13,0.05,1.9
152.766,-0.61,0.67,1.76,-0.54,2.11,-0.23,1.69
152.806,-0.67,0.85,1.46,-0.56,1.85,-0.51,1.34
152.845,-0.72,1.05,1.17,-0.59,1.42,-0.74,0.9
152.884,-0.74,1.2,0.96,-0.6,0.91,-0.93,0.44
152.924,-0.77,1.28,0.83,-0.61,0.42,-1.06,-0.05
152.963,-0.8,1.29,0.67,-0.63,-0.07,-1.15,-0.51
153.002,-0.83,1.26,0.56,-0.67,-0.49,-1.16,-0.87
153.042,-0.84,1.2,0.49,-0.72,-0.76,-1.1,-1.09
153.081,-0.86,1.13,0.45,-0.77,-0.9,-0.96,-1.21
153.12,-0.86,1.07,0.41,-0.8,-0.92,-0.72,-1.26
153.16,-0.85,1.0,0.35,-0.82,-0.85,-0.43,-1.23
153.199,-0.81,0.89,0.27,-0.82,-0.71,-0.09,-1.14
153.238,-0.77,0.76,0.19,-0.82,-0.5,0.24,-0.99
153.277,-0.71,0.61,0.08,-0.82,-0.26,0.58,-0.8
153.317,-0.65,0.52,-0.03,-0.8,-0.02,0.83,-0.63
153.356,-0.57,0.43,-0.13,-0.74,0.15,0.96,-0.5
153.395,-0.49,0.38,-0.19,-0.62,0.23,0.92,-0.39
153.435,-0.38,0.34,-0.24,-0.41,0.24,0.83,-0.32
153.474,-0.26,0.26,-0.28,-0.14,0.2,0.74,-0.28
153.513,-0.13,0.19,-0.3,0.18,0.1,0.73,-0.23
153.553,0.0,0.1,-0.32,0.56,-0.02,0.83,-0.17
153.592,0.11,-0.01,-0.37,1.05,-0.13,0.96,-0.12
153.631,0.23,-0.12,-0.43,1.61,-0.25,1.07,-0.09
153.671,0.36,-0.24,-0.49,2.1,-0.34,1.17,-0.06
153.71,0.48,-0.37,-0.55,2.31,-0.41,1.23,-0.05
153.749,0.57,-0.51,-0.58,2.22,-0.47,1.27,-0.06
153.789,0.65,-0.64,-0.63,1.91,-0.53,1.23,-0.09
153.828,0.71,-0.76,-0.65,1.44,-0.57,1.11,-0.09
153.867,0.76,-0.84,-0.68,0.94,-0.61,0.9,-0.07
153.906,0.82,-0.89,-0.72,0.52,-0.63,0.62,-0.04
153.946,0.87,-0.91,-0.78,0.25,-0.67,0.3,-0.01
153.985,0.94,-0.93,-0.84,0.01,-0.67,-0.04,0.01
154.024,1.0,-0.93,-0.91,-0.14,-0.67,-0.39,0.02
154.064,1.04,-0.94,-0.96,-0.15,-0.64,-0.73,0.01
154.103,1.05,-0.96,-1.02,-0.09,-0.62,-1.0,-0.03
154.142,1.04,-0.99,-1.05,-0.03,-0.58,-1.18,-0.06
154.182,0.99,-1.0,-1.05,0.04,-0.53,-1.24,-0.09
154.221,0.91,-0.99,-1.02,0.11,-0.46,-1.21,-0.11
154.26,0.83,-0.95,-0.96,0.18,-0.39,-1.08,-0.13
154.3,0.73,-0.9,-0.88,0.21,-0.32,-0.9,-0.16
154.339,0.66,-0.82,-0.81,0.19,-0.26,-0.7,-0.17
154.378,0.55,-0.73,-0.71,0.12,-0.21,-0.49,-0.16
154.418,0.43,-0.66,-0.57,0.01,-0.16,-0.28,-0.06
154.457,0.29,-0.59,-0.36,-0.09,-0.06,-0.08,0.09
154.496,0.14,-0.51,-0.07,-0.21,0.1,0.1,0.34
154.535,0.01,-0.4,0.32,-0.31,0.35,0.28,0.64
154.575,-0.12,-0.28,0.76,-0.4,0.66,0.41,0.97
154.614,-0.23,-0.12,1.22,-0.45,1.03,0.49,1.35
154.653,-0.34,0.05,1.6,-0.48,1.42,0.48,1.71
154.693,-0.43,0.24,1.86,-0.49,1.82,0.36,1.93
154.732,-0.52,0.42,1.92,-0.5,2.1,0.15,1.94
154.771,-0.59,0.6,1.83,-0.53,2.15,-0.14,1.77
154.811,-0.66,0.78,1.57,-0.55,1.97,-0.42,1.45
154.85,-0.72,0.97,1.27,-0.58,1.57,-0.67,1.04
154.889,-0.74,1.15,1.04,-0.59,1.1,-0.87,0.59
154.929,-0.77,1.26,0.87,-0.61,0.59,-1.03,0.09
154.968,-0.79,1.29,0.73,-0.62,0.12,-1.14,-0.37
155.007,-0.81,1.26,0.59,-0.65,-0.36,-1.17,-0.76
155.047,-0.84,1.23,0.52,-0.7,-0.69,-1.14,-1.02
155.086,-0.85,1.17,0.46,-0.75,-0.87,-1.0,-1.18
155.125,-0.86,1.11,0.43,-0.78,-0.92,-0.8,-1.23
155.164,-0.85,1.02,0.38,-0.81,-0.89,-0.52,-1.23
155.204,-0.83,0.94,0.3,-0.82,-0.77,-0.2,-1.16
155.243,-0.78,0.81,0.21,-0.83,-0.58,0.14,-1.02
155.282,-0.73,0.67,0.12,-0.83,-0.34,0.47,-0.86
155.322,-0.67,0.55,0.0,-0.82,-0.09,0.74,-0.68
155.361,-0.6,0.46,-0.1,-0.77,0.09,0.92,-0.52
155.4,-0.53,0.4,-0.18,-0.67,0.22,0.96,-0.42
155.44,-0.43,0.35,-0.23,-0.5,0.26,0.87,-0.35
155.479,-0.31,0.3,-0.26,-0.24,0.22,0.77,-0.3
155.518,-0.18,0.22,-0.29,0.06,0.13,0.71,-0.24
155.558,-0.06,0.13,-0.31,0.42,0.02,0.78,-0.19
155.597,0.05,0.02,-0.35,0.86,-0.11,0.9,-0.14
155.636,0.18,-0.07,-0.41,1.4,-0.21,1.04,-0.1
155.676,0.31,-0.19,-0.47,1.94,-0.3,1.15,-0.07
155.715,0.44,-0.32,-0.53,2.27,-0.39,1.21,-0.05
155.754,0.55,-0.46,-0.57,2.28,-0.44,1.25,-0.06
155.793,0.62,-0.59,-0.62,2.05,-0.5,1.25,-0.07
155.833,0.69,-0.72,-0.64,1.62,-0.55,1.16,-0.09
155.872,0.73,-0.82,-0.67,1.12,-0.58,0.99,-0.09
155.911,0.79,-0.88,-0.72,0.66,-0.62,0.73,-0.05
155.951,0.85,-0.91,-0.76,0.34,-0.65,0.42,-0.03
155.99,0.92,-0.93,-0.81,0.09,-0.67,0.09,0.02
156.029,0.98,-0.93,-0.88,-0.1,-0.67,-0.27,0.02
156.069,1.02,-0.94,-0.95,-0.15,-0.65,-0.61,0.02
156.108,1.05,-0.96,-0.99,-0.11,-0.63,-0.91,-0.01
156.147,1.04,-0.97,-1.03,-0.05,-0.6,-1.12,-0.05
156.187,1.0,-1.0,-1.05,0.01,-0.55,-1.24,-0.09
156.226,0.94,-1.0,-1.03,0.08,-0.49,-1.24,-0.1
156.265,0.86,-0.97,-0.98,0.16,-0.41,-1.14,-0.12
156.305,0.78,-0.93,-0.92,0.21,-0.34,-0.96,-0.14
156.344,0.7,-0.85,-0.84,0.2,-0.28,-0.77,-0.17
156.383,0.6,-0.76,-0.75,0.14,-0.23,-0.55,-0.17
156.422,0.48,-0.69,-0.63,0.05,-0.18,-0.35,-0.11
156.462,0.34,-0.6,-0.45,-0.05,-0.11,-0.15,0.03
156.501,0.19,-0.53,-0.19,-0.17,0.03,0.04,0.25
156.54,0.04,-0.45,0.17,-0.28,0.24,0.22,0.52
156.58,-0.09,-0.34,0.6,-0.36,0.54,0.37,0.85
156.619,-0.2,-0.18,1.05,-0.43,0.9,0.47,1.23
156.658,-0.3,-0.01,1.46,-0.47,1.28,0.49,1.61
156.698,-0.4,0.17,1.79,-0.48,1.69,0.42,1.88
156.737,-0.5,0.36,1.92,-0.5,2.03,0.23,1.96
156.776,-0.57,0.53,1.89,-0.52,2.15,-0.03,1.84
156.816,-0.64,0.71,1.68,-0.54,2.05,-0.32,1.57
156.855,-0.7,0.9,1.38,-0.57,1.74,-0.59,1.19
156.894,-0.73,1.09,1.11,-0.59,1.27,-0.83,0.74
156.934,-0.76,1.23,0.94,-0.6,0.77,-0.99,0.26
156.973,-0.78,1.29,0.78,-0.61,0.29,-1.11,-0.23
157.012,-0.81,1.29,0.64,-0.64,-0.2,-1.16,-0.64
157.051,-0.84,1.24,0.53,-0.68,-0.58,-1.15,-0.94
157.091,-0.85,1.18,0.49,-0.73,-0.82,-1.05,-1.13
157.13,-0.86,1.13,0.44,-0.78,-0.91,-0.89,-1.21
157.169,-0.86,1.06,0.4,-0.81,-0.91,-0.62,-1.23
157.209,-0.85,0.97,0.33,-0.82,-0.82,-0.32,-1.19
157.248,-0.81,0.85,0.24,-0.83,-0.65,0.02,-1.07
157.287,-0.76,0.72,0.16,-0.83,-0.42,0.36,-0.9
157.327,-0.7,0.59,0.04,-0.83,-0.18,0.66,-0.74
157.366,-0.64,0.49,-0.07,-0.8,0.03,0.88,-0.57
157.405,-0.56,0.42,-0.14,-0.72,0.19,0.96,-0.45
157.445,-0.47,0.37,-0.22,-0.57,0.26,0.9,-0.36
157.484,-0.36,0.31,-0.25,-0.34,0.24,0.78,-0.31
157.523,-0.23,0.24,-0.29,-0.05,0.16,0.72,-0.26
157.563,-0.1,0.17,-0.3,0.28,0.06,0.74,-0.22
157.602,0.02,0.07,-0.33,0.68,-0.06,0.85,-0.16
157.641,0.14,-0.04,-0.39,1.19,-0.18,0.99,-0.12
157.68,0.26,-0.16,-0.44,1.75,-0.28,1.11,-0.07
157.72,0.38,-0.28,-0.51,2.17,-0.35,1.21,-0.06
157.759,0.5,-0.41,-0.55,2.3,-0.43,1.25,-0.06
157.798,0.59,-0.54,-0.61,2.16,-0.47,1.25,-0.07
157.838,0.66,-0.67,-0.63,1.8,-0.53,1.21,-0.09
157.877,0.71,-0.78,-0.66,1.31,-0.57,1.06,-0.09
157.916,0.76,-0.85,-0.7,0.82,-0.62,0.83,-0.06
157.956,0.82,-0.89,-0.74,0.44,-0.64,0.54,-0.03
157.995,0.9,-0.91,-0.79,0.19,-0.67,0.22,0.01
158.034,0.96,-0.93,-0.85,-0.04,-0.67,-0.14,0.02
158.074,1.0,-0.93,-0.93,-0.15,-0.67,-0.48,0.02
158.113,1.04,-0.95,-0.98,-0.13,-0.64,-0.81,0.0
158.152,1.05,-0.97,-1.02,-0.06,-0.61,-1.06,-0.03
158.191,1.03,-1.0,-1.05,0.0,-0.57,-1.22,-0.06
158.231,0.97,-1.0,-1.04,0.06,-0.5,-1.24,-0.1
158.27,0.89,-0.99,-1.0,0.13,-0.43,-1.18,-0.12
158.309,0.8,-0.94,-0.94,0.19,-0.36,-1.03,-0.14
158.349,0.72,-0.88,-0.87,0.21,-0.29,-0.84,-0.17
158.388,0.63,-0.81,-0.78,0.17,-0.25,-0.64,-0.19
158.427,0.52,-0.71,-0.67,0.08,-0.21,-0.43,-0.14
158.467,0.38,-0.64,-0.52,-0.01,-0.13,-0.22,-0.04
158.506,0.24,-0.57,-0.29,-0.13,-0.02,-0.02,0.16
158.545,0.09,-0.48,0.02,-0.24,0.16,0.17,0.42
158.585,-0.04,-0.37,0.44,-0.34,0.43,0.33,0.74
158.624,-0.16,-0.24,0.88,-0.41,0.77,0.45,1.1
158.663,-0.26,-0.08,1.33,-0.45,1.14,0.49,1.49
158.703,-0.36,0.1,1.68,-0.48,1.54,0.46,1.82
158.742,-0.45,0.29,1.89,-0.49,1.92,0.31,1.95
158.781,-0.54,0.46,1.91,-0.51,2.13,0.08,1.9
158.82,-0.63,0.64,1.77,-0.53,2.11,-0.21,1.69
158.86,-0.68,0.82,1.49,-0.56,1.88,-0.49,1.34
158.899,-0.72,1.02,1.2,-0.58,1.46,-0.74,0.9
158.938,-0.76,1.19,0.99,-0.59,0.97,-0.93,0.44
158.978,-0.78,1.26,0.84,-0.6,0.47,-1.06,-0.06
159.017,-0.81,1.29,0.69,-0.63,-0.04,-1.15,-0.51
159.056,-0.83,1.26,0.56,-0.66,-0.46,-1.17,-0.86
159.096,-0.85,1.21,0.49,-0.71,-0.75,-1.1,-1.07
159.135,-0.86,1.14,0.45,-0.76,-0.89,-0.95,-1.19
159.174,-0.86,1.09,0.42,-0.8,-0.92,-0.72,-1.23
159.214,-0.85,1.0,0.35,-0.82,-0.87,-0.42,-1.2
159.253,-0.81,0.9,0.28,-0.82,-0.71,-0.09,-1.12
159.292,-0.77,0.76,0.19,-0.83,-0.5,0.24,-0.95
159.332,-0.72,0.64,0.09,-0.83,-0.26,0.56,-0.78
159.371,-0.65,0.53,-0.02,-0.82,-0.04,0.81,-0.62
159.41,-0.59,0.43,-0.12,-0.76,0.14,0.94,-0.49
159.449,-0.51,0.38,-0.2,-0.63,0.23,0.93,-0.39
159.489,-0.4,0.34,-0.24,-0.43,0.26,0.83,-0.32
159.528,-0.29,0.28,-0.28,-0.17,0.2,0.73,-0.29
159.567,-0.17,0.2,-0.29,0.15,0.1,0.71,-0.24
159.607,-0.04,0.11,-0.32,0.52,-0.02,0.8,-0.18
159.646,0.08,0.0,-0.36,0.99,-0.13,0.94,-0.13
159.685,0.21,-0.11,-0.42,1.54,-0.25,1.07,-0.09
159.725,0.34,-0.23,-0.49,2.05,-0.33,1.18,-0.06
159.764,0.46,-0.36,-0.54,2.29,-0.4,1.23,-0.05
159.803,0.56,-0.49,-0.58,2.24,-0.46,1.25,-0.06
159.843,0.64,-0.63,-0.62,1.95,-0.51,1.23,-0.07
159.882,0.7,-0.75,-0.66,1.49,-0.56,1.12,-0.09
159.921,0.75,-0.83,-0.67,0.99,-0.6,0.93,-0.07
159.961,0.79,-0.89,-0.72,0.57,-0.63,0.66,-0.04
160.0,0.86,-0.91,-0.77,0.28,-0.65,0.34,0.0
160.039,0.93,-0.93,-0.84,0.03,-0.67,0.01,0.02
160.078,0.99,-0.93,-0.91,-0.13,-0.67,-0.36,0.03
160.118,1.03,-0.95,-0.96,-0.14,-0.64,-0.7,0.01
160.157,1.04,-0.97,-1.02,-0.09,-0.62,-0.97,-0.01
160.196,1.03,-0.99,-1.04,-0.02,-0.58,-1.17,-0.05
160.236,0.99,-1.0,-1.06,0.04,-0.53,-1.24,-0.09
160.275,0.91,-1.0,-1.03,0.11,-0.47,-1.22,-0.11
160.314,0.83,-0.96,-0.97,0.18,-0.39,-1.09,-0.13
160.354,0.75,-0.9,-0.89,0.21,-0.32,-0.91,-0.17
160.393,0.68,-0.83,-0.82,0.19,-0.27,-0.71,-0.19
160.432,0.57,-0.75,-0.72,0.12,-0.22,-0.51,-0.17
160.472,0.44,-0.67,-0.58,0.02,-0.18,-0.29,-0.07
160.511,0.3,-0.59,-0.4,-0.09,-0.07,-0.1,0.08
160.55,0.15,-0.52,-0.11,-0.2,0.08,0.1,0.33
160.59,0.01,-0.42,0.27,-0.3,0.31,0.28,0.62
160.629,-0.11,-0.3,0.71,-0.38,0.63,0.41,0.97
160.668,-0.23,-0.16,1.16,-0.43,0.99,0.49,1.36
160.707,-0.33,0.02,1.56,-0.47,1.39,0.48,1.73
160.747,-0.43,0.22,1.82,-0.48,1.8,0.37,1.93
160.786,-0.51,0.4,1.91,-0.49,2.09,0.17,1.94
160.825,-0.6,0.57,1.85,-0.52,2.13,-0.1,1.79
160.865,-0.66,0.76,1.61,-0.55,1.98,-0.39,1.48
160.904,-0.72,0.94,1.32,-0.58,1.62,-0.65,1.06
160.943,-0.74,1.13,1.06,-0.59,1.15,-0.87,0.61
160.983,-0.77,1.24,0.91,-0.6,0.64,-1.04,0.12
161.022,-0.79,1.29,0.74,-0.62,0.16,-1.14,-0.36
161.061,-0.81,1.28,0.61,-0.65,-0.32,-1.17,-0.74
161.101,-0.84,1.24,0.51,-0.7,-0.65,-1.14,-1.01
161.14,-0.86,1.17,0.48,-0.75,-0.84,-1.02,-1.15
161.179,-0.86,1.11,0.43,-0.78,-0.92,-0.81,-1.22
161.219,-0.85,1.05,0.38,-0.81,-0.9,-0.54,-1.22
161.258,-0.84,0.95,0.31,-0.82,-0.77,-0.22,-1.15
161.297,-0.8,0.82,0.22,-0.83,-0.58,0.11,-1.02
161.336,-0.74,0.69,0.13,-0.83,-0.35,0.46,-0.84
161.376,-0.7,0.55,0.02,-0.82,-0.11,0.74,-0.68
161.415,-0.64,0.46,-0.08,-0.78,0.09,0.92,-0.52
161.454,-0.56,0.41,-0.18,-0.69,0.21,0.94,-0.43
161.494,-0.45,0.36,-0.22,-0.52,0.26,0.87,-0.36
161.533,-0.33,0.3,-0.26,-0.28,0.22,0.75,-0.31
161.572,-0.22,0.23,-0.29,0.02,0.14,0.71,-0.25
161.612,-0.09,0.14,-0.31,0.37,0.02,0.75,-0.2
161.651,0.04,0.05,-0.34,0.79,-0.09,0.88,-0.14
161.69,0.17,-0.07,-0.4,1.33,-0.2,1.03,-0.1
161.73,0.29,-0.18,-0.46,1.86,-0.29,1.15,-0.07
161.769,0.42,-0.31,-0.52,2.23,-0.37,1.22,-0.05
161.808,0.52,-0.45,-0.57,2.28,-0.43,1.25,-0.05
161.848,0.6,-0.59,-0.61,2.08,-0.49,1.25,-0.07
161.887,0.66,-0.71,-0.64,1.68,-0.54,1.17,-0.09
161.926,0.71,-0.81,-0.67,1.19,-0.58,1.02,-0.07
161.965,0.76,-0.88,-0.71,0.72,-0.61,0.77,-0.05
162.005,0.83,-0.91,-0.75,0.38,-0.64,0.47,-0.01
162.044,0.9,-0.93,-0.81,0.12,-0.65,0.14,0.02
162.083,0.97,-0.93,-0.87,-0.09,-0.67,-0.22,0.03
162.123,1.02,-0.94,-0.94,-0.15,-0.65,-0.56,0.02
162.162,1.04,-0.96,-0.99,-0.11,-0.63,-0.89,0.0
162.201,1.05,-0.99,-1.03,-0.04,-0.6,-1.11,-0.04
162.241,1.02,-1.01,-1.05,0.01,-0.55,-1.23,-0.07
162.28,0.96,-1.01,-1.04,0.07,-0.49,-1.24,-0.1
162.319,0.87,-0.97,-0.99,0.15,-0.41,-1.14,-0.12
162.359,0.78,-0.93,-0.94,0.21,-0.34,-0.97,-0.16
162.398,0.7,-0.87,-0.85,0.21,-0.29,-0.78,-0.19
162.437,0.6,-0.78,-0.76,0.15,-0.25,-0.58,-0.19
162.477,0.48,-0.7,-0.64,0.06,-0.2,-0.37,-0.13
162.516,0.34,-0.63,-0.47,-0.05,-0.12,-0.17,0.01
162.555,0.19,-0.55,-0.23,-0.15,0.01,0.03,0.22
162.594,0.07,-0.47,0.11,-0.26,0.21,0.22,0.51
162.634,-0.08,-0.36,0.53,-0.35,0.5,0.37,0.84
162.673,-0.18,-0.22,0.99,-0.41,0.84,0.48,1.22
162.712,-0.29,-0.05,1.4,-0.46,1.24,0.5,1.6
162.752,-0.38,0.13,1.74,-0.47,1.64,0.43,1.88
162.791,-0.47,0.32,1.9,-0.49,2.01,0.27,1.96
162.83,-0.57,0.49,1.9,-0.51,2.15,0.01,1.86
162.87,-0.65,0.67,1.72,-0.54,2.06,-0.28,1.61
162.909,-0.7,0.87,1.44,-0.57,1.78,-0.56,1.22
162.948,-0.73,1.06,1.15,-0.59,1.35,-0.8,0.78
162.988,-0.76,1.2,0.95,-0.6,0.85,-0.98,0.31
163.027,-0.78,1.28,0.81,-0.61,0.36,-1.1,-0.2
163.066,-0.81,1.29,0.66,-0.64,-0.13,-1.17,-0.62
163.105,-0.84,1.25,0.54,-0.68,-0.54,-1.16,-0.93
163.145,-0.86,1.19,0.48,-0.73,-0.78,-1.06,-1.1
163.184,-0.87,1.13,0.44,-0.77,-0.9,-0.9,-1.2
163.223,-0.87,1.07,0.4,-0.8,-0.91,-0.65,-1.22
163.263,-0.85,0.99,0.33,-0.82,-0.84,-0.35,-1.18
163.302,-0.81,0.87,0.25,-0.82,-0.68,-0.01,-1.06
163.341,-0.77,0.73,0.17,-0.83,-0.44,0.34,-0.9
163.381,-0.71,0.6,0.07,-0.83,-0.2,0.65,-0.73
163.42,-0.65,0.49,-0.04,-0.8,0.02,0.87,-0.57
163.459,-0.58,0.42,-0.14,-0.73,0.17,0.96,-0.46
163.499,-0.5,0.37,-0.21,-0.59,0.24,0.9,-0.38
163.538,-0.38,0.31,-0.24,-0.37,0.24,0.78,-0.32
163.577,-0.26,0.26,-0.28,-0.1,0.17,0.71,-0.28
163.617,-0.13,0.18,-0.3,0.23,0.08,0.73,-0.23
163.656,-0.02,0.08,-0.32,0.61,-0.04,0.83,-0.18
163.695,0.11,-0.02,-0.37,1.11,-0.15,0.97,-0.12
163.734,0.23,-0.14,-0.43,1.66,-0.26,1.1,-0.07
163.774,0.36,-0.26,-0.5,2.11,-0.34,1.19,-0.05
163.813,0.49,-0.4,-0.55,2.3,-0.41,1.25,-0.05
163.852,0.58,-0.53,-0.6,2.2,-0.47,1.27,-0.07
163.892,0.65,-0.66,-0.63,1.87,-0.53,1.22,-0.09
163.931,0.7,-0.77,-0.66,1.39,-0.56,1.09,-0.09
163.97,0.76,-0.85,-0.68,0.9,-0.6,0.87,-0.06
164.01,0.8,-0.9,-0.73,0.49,-0.63,0.6,-0.03
164.049,0.87,-0.93,-0.78,0.22,-0.65,0.28,0.01
164.088,0.94,-0.94,-0.85,-0.02,-0.67,-0.08,0.03
164.128,1.0,-0.94,-0.92,-0.14,-0.65,-0.43,0.03
164.167,1.04,-0.96,-0.97,-0.14,-0.64,-0.78,0.01
164.206,1.04,-0.97,-1.02,-0.08,-0.62,-1.03,-0.03
164.246,1.03,-1.0,-1.05,-0.01,-0.57,-1.18,-0.05
164.285,0.97,-1.01,-1.05,0.05,-0.5,-1.23,-0.09
164.324,0.89,-1.0,-1.02,0.12,-0.44,-1.18,-0.12
164.363,0.8,-0.95,-0.95,0.19,-0.37,-1.04,-0.14
164.403,0.72,-0.89,-0.88,0.22,-0.3,-0.86,-0.19
164.442,0.64,-0.82,-0.79,0.18,-0.26,-0.66,-0.19
164.481,0.53,-0.72,-0.7,0.1,-0.22,-0.46,-0.16
164.521,0.41,-0.65,-0.55,0.0,-0.16,-0.26,-0.05
164.56,0.25,-0.58,-0.35,-0.11,-0.06,-0.04,0.14
164.599,0.12,-0.51,-0.04,-0.22,0.12,0.15,0.4
164.639,-0.02,-0.41,0.34,-0.32,0.37,0.3,0.71
164.678,-0.15,-0.28,0.81,-0.4,0.71,0.45,1.06
164.717,-0.25,-0.12,1.25,-0.44,1.08,0.5,1.47
164.757,-0.36,0.06,1.62,-0.47,1.48,0.48,1.8
164.796,-0.45,0.25,1.86,-0.48,1.88,0.35,1.95
164.835,-0.54,0.43,1.92,-0.5,2.12,0.12,1.92
164.875,-0.63,0.61,1.81,-0.53,2.12,-0.16,1.71
164.914,-0.68,0.78,1.55,-0.56,1.92,-0.45,1.37
164.953,-0.72,0.99,1.26,-0.58,1.53,-0.7,0.96
164.992,-0.76,1.15,1.03,-0.59,1.05,-0.91,0.49
165.032,-0.78,1.26,0.87,-0.6,0.55,-1.05,0.0
165.071,-0.8,1.29,0.72,-0.63,0.06,-1.15,-0.46
165.11,-0.83,1.26,0.58,-0.66,-0.4,-1.17,-0.81
165.15,-0.85,1.21,0.5,-0.71,-0.7,-1.12,-1.04
165.189,-0.86,1.15,0.46,-0.76,-0.87,-0.97,-1.16
165.228,-0.87,1.09,0.42,-0.79,-0.91,-0.76,-1.21
165.268,-0.86,1.03,0.37,-0.81,-0.88,-0.47,-1.2
165.307,-0.83,0.91,0.29,-0.82,-0.75,-0.15,-1.1
165.346,-0.79,0.79,0.21,-0.83,-0.54,0.21,-0.96
165.386,-0.73,0.65,0.1,-0.83,-0.29,0.53,-0.78
165.425,-0.67,0.53,-0.01,-0.82,-0.07,0.8,-0.63
165.464,-0.61,0.46,-0.11,-0.77,0.12,0.94,-0.5
165.504,-0.53,0.38,-0.19,-0.66,0.22,0.94,-0.41
165.543,-0.43,0.34,-0.23,-0.47,0.26,0.83,-0.35
165.582,-0.31,0.28,-0.26,-0.22,0.22,0.73,-0.3
165.621,-0.18,0.2,-0.29,0.08,0.13,0.71,-0.25
165.661,-0.06,0.12,-0.31,0.43,0.01,0.79,-0.19
165.7,0.07,0.02,-0.35,0.89,-0.11,0.92,-0.14
165.739,0.19,-0.08,-0.41,1.44,-0.22,1.05,-0.1
165.779,0.32,-0.2,-0.47,1.95,-0.3,1.16,-0.06
165.818,0.44,-0.34,-0.53,2.27,-0.39,1.23,-0.05
165.857,0.55,-0.47,-0.57,2.27,-0.44,1.27,-0.06
165.897,0.62,-0.6,-0.62,2.02,-0.5,1.24,-0.07
165.936,0.68,-0.73,-0.64,1.59,-0.55,1.16,-0.09
165.975,0.72,-0.83,-0.67,1.09,-0.58,0.97,-0.06
166.015,0.77,-0.89,-0.72,0.64,-0.62,0.72,-0.04
166.054,0.84,-0.91,-0.76,0.32,-0.63,0.42,0.01
166.093,0.92,-0.93,-0.83,0.07,-0.65,0.08,0.02
166.133,0.98,-0.94,-0.89,-0.11,-0.67,-0.29,0.03
166.172,1.02,-0.95,-0.95,-0.15,-0.65,-0.64,0.02
166.211,1.04,-0.97,-1.0,-0.11,-0.63,-0.93,0.0
166.25,1.04,-0.99,-1.04,-0.04,-0.6,-1.14,-0.04
166.29,1.0,-1.01,-1.05,0.01,-0.54,-1.24,-0.06
166.329,0.93,-1.0,-1.04,0.08,-0.47,-1.22,-0.1
166.368,0.85,-0.97,-0.98,0.16,-0.4,-1.1,-0.13
166.408,0.77,-0.93,-0.92,0.2,-0.34,-0.95,-0.17
166.447,0.69,-0.84,-0.84,0.2,-0.27,-0.76,-0.2
166.486,0.58,-0.76,-0.75,0.14,-0.23,-0.55,-0.19
166.526,0.45,-0.69,-0.62,0.05,-0.19,-0.34,-0.11
166.565,0.3,-0.6,-0.44,-0.06,-0.11,-0.14,0.04
166.604,0.16,-0.53,-0.18,-0.17,0.03,0.06,0.28
166.644,0.02,-0.45,0.18,-0.28,0.26,0.25,0.58
166.683,-0.1,-0.32,0.62,-0.36,0.56,0.4,0.92
166.722,-0.23,-0.18,1.08,-0.42,0.92,0.49,1.31
166.762,-0.32,-0.01,1.48,-0.46,1.31,0.49,1.68
166.801,-0.42,0.17,1.79,-0.47,1.73,0.41,1.92
166.84,-0.5,0.36,1.91,-0.49,2.04,0.22,1.95
166.879,-0.58,0.54,1.88,-0.52,2.13,-0.04,1.82
166.919,-0.65,0.72,1.67,-0.55,2.03,-0.33,1.54
166.958,-0.71,0.9,1.37,-0.58,1.71,-0.6,1.13
166.997,-0.74,1.09,1.11,-0.59,1.27,-0.83,0.68
167.037,-0.77,1.23,0.93,-0.6,0.77,-1.0,0.2
167.076,-0.79,1.29,0.77,-0.62,0.27,-1.12,-0.29
167.115,-0.83,1.29,0.63,-0.65,-0.22,-1.17,-0.69
167.155,-0.85,1.24,0.52,-0.69,-0.6,-1.15,-0.96
167.194,-0.86,1.18,0.48,-0.74,-0.82,-1.04,-1.13
167.233,-0.87,1.12,0.44,-0.78,-0.9,-0.86,-1.21
167.273,-0.87,1.05,0.39,-0.81,-0.9,-0.6,-1.21
167.312,-0.85,0.96,0.32,-0.82,-0.81,-0.29,-1.16
167.351,-0.8,0.84,0.24,-0.83,-0.63,0.05,-1.02
167.391,-0.77,0.7,0.16,-0.83,-0.41,0.4,-0.86
167.43,-0.7,0.58,0.03,-0.83,-0.16,0.71,-0.69
167.469,-0.64,0.48,-0.07,-0.8,0.05,0.91,-0.54
167.508,-0.56,0.41,-0.15,-0.71,0.19,0.94,-0.44
167.548,-0.46,0.36,-0.22,-0.56,0.26,0.87,-0.37
167.587,-0.36,0.3,-0.25,-0.33,0.24,0.75,-0.31
167.626,-0.23,0.24,-0.28,-0.05,0.17,0.71,-0.26
167.666,-0.11,0.16,-0.3,0.28,0.07,0.74,-0.22
